人口総数,"15歳未満人口","15〜64歳人口","65歳以上人口",出生数,死亡数,転入者数,転出者数,昼間人口,"高齢単身世帯数",婚姻件数,離婚件数,政府統計の総合窓口より2012年の人口状況
3379,316,1693,1370,16,58,84,104,3177,156,10,3,江府町　　　　
194258,25543,118208,47363,1674,1858,6527,6555,205457,6490,988,329,松江市　　　　
61713,7144,35943,18450,445,837,1720,2013,64216,3308,249,83,浜田市　　　　
143796,20338,85732,37707,1259,1542,3776,3668,143416,3488,735,221,出雲市　　　　
50015,6441,28043,15466,368,616,1300,1443,52685,2410,210,89,益田市　　　　
37996,4372,20456,13162,283,585,901,1088,39808,2205,148,74,大田市　　　　
41836,5438,23626,12760,301,588,733,1019,42227,1053,181,63,安来市　　　　
25697,2999,14157,8521,160,429,755,914,27287,1689,99,39,江津市　　　　
41917,5096,23010,13787,311,596,826,1068,41495,1127,181,59,雲南市　　　　
14355,2508,8698,3149,152,124,616,574,12454,258,72,24,東出雲町　　　
14456,1598,7563,5295,75,254,314,459,15454,504,36,17,奥出雲町　　　
5534,577,2777,2180,34,103,185,163,5987,243,15,5,飯南町　　　　
27689,4064,16643,6877,222,311,763,749,27143,344,112,38,斐川町　　　　
3900,364,1917,1618,22,64,155,207,4721,330,17,5,川本町　　　　
5351,577,2496,2278,26,118,202,171,5561,443,17,6,美郷町　　　　
11959,1273,5835,4850,68,230,304,336,12648,744,32,9,邑南町　　　　
8427,766,4134,3487,43,145,207,329,9111,624,20,14,津和野町　　　
6810,717,3365,2717,30,135,232,239,7327,482,23,12,吉賀町　　　　
2374,249,1201,924,9,33,141,104,2630,185,8,6,海士町　　　　
3136,294,1602,1240,15,50,112,145,3432,272,11,7,西ノ島町　　　
657,70,282,305,5,15,36,40,715,78,0,0,知夫村　　　　
15521,1790,8465,5262,99,221,426,517,16955,1002,66,27,隠岐の島町　　
475513,69663,292530,106015,4634,3981,11494,11602,458657,14670,2777,963,倉敷市　　　　
106788,15146,63561,27184,960,1138,2907,3411,113565,4123,560,221,津山市　　　　
64588,7264,38136,19177,386,767,1426,1778,63192,3046,245,118,玉野市　　　　
54225,6350,31046,16818,340,637,1237,1462,54305,2561,213,68,笠岡市　　　　
43927,5429,24751,13719,273,599,871,978,43229,1654,161,71,井原市　　　　
66201,9470,41014,15536,547,576,1978,1940,61057,1730,274,99,総社市　　　　
34963,3429,18935,12360,198,539,874,1143,40787,1998,127,45,高梁市　　　　
33870,3922,18111,11837,202,451,633,823,35285,1627,112,46,新見市　　　　
37839,4314,21531,11921,214,446,851,1069,40954,1794,163,58,備前市　　　　
37852,4766,22186,10826,263,458,1090,1051,35606,1349,165,72,瀬戸内市　　　
43458,6091,25842,11489,263,444,1353,1203,37249,1487,193,90,赤磐市　　　　
48964,6149,26333,16428,345,713,961,1092,50764,2037,202,66,真庭市　　　　
30498,3514,16196,10726,186,450,686,825,31652,1667,124,55,美作市　　　　
36114,4370,20845,10882,241,390,898,1045,33108,1158,177,55,浅口市　　　　
15362,1719,8547,5086,80,221,345,406,15179,689,45,27,和気町　　　　
12214,1983,7404,2803,137,116,456,493,10321,328,57,18,早島町　　　　
10916,1518,6485,2905,86,91,387,309,11052,326,52,13,里庄町　　　　
15092,1740,8306,5045,77,211,335,395,14899,530,55,12,矢掛町　　　　
957,115,462,380,5,17,29,16,914,59,1,2,新庄村　　　　
13580,1622,7275,4683,116,213,456,332,13138,633,62,21,鏡野町　　　　
11195,1514,6542,3121,104,143,432,380,12330,367,43,22,勝央町　　　　
6085,781,3480,1824,48,71,209,245,6432,239,42,9,奈義町　　　　
1520,163,873,484,8,23,36,45,1452,76,6,2,西粟倉村　　　
5296,563,2710,2023,21,105,109,123,5388,327,11,6,久米南町　　　
15642,1766,8352,5522,95,261,366,399,14615,874,60,28,美咲町　　　　
13033,1317,6932,4784,71,227,435,535,13524,673,48,16,吉備中央町　　
130482,12747,82246,26531,1004,1054,9401,8623,243729,8464,884,312,　広島市中区　　　　　
120751,17567,77283,25141,1111,956,6787,6353,102402,5113,603,244,　東区　　　　　
138190,17816,90225,28010,1235,1126,7510,7364,155819,6998,811,273,　南区　　　　　
186985,26546,123475,33669,1919,1345,11534,11309,187941,7691,1272,425,　西区　　　　　
233733,41191,150698,39016,2925,1346,11919,11329,184861,5992,1715,458,　安佐南区　　　
149633,20295,93566,35562,1172,1264,4505,5088,128485,5094,681,292,　安佐北区　　　
78789,12091,50432,16103,826,589,3532,3493,64483,2442,499,132,　安芸区　　　　
135280,19540,88058,27113,1243,962,5754,5968,106681,4086,751,266,　佐伯区　　　　
239973,28669,140886,70210,1837,2896,5996,7031,244569,15051,1194,398,呉市　　　　　
28644,3269,15891,9404,204,393,740,930,29351,1715,114,50,竹原市　　　　
100509,12578,58811,28509,796,1221,2434,2848,105445,4858,500,190,三原市　　　　
145202,17282,83602,43964,1034,1874,3406,3676,147474,7786,681,228,尾道市　　　　
461357,64738,281828,105858,4467,4038,10634,10456,459479,14576,2708,978,福山市　　　　
42563,5089,24275,13178,282,529,904,1085,47272,1628,165,56,府中市　　　　
56605,7340,31267,17789,450,837,1571,1712,60655,2825,279,126,三次市　　　　
40244,4339,20689,15154,274,670,892,1003,43201,2208,141,57,庄原市　　　　
28836,3218,17157,8377,212,334,926,1178,30476,1437,130,51,大竹市　　　　
190135,27433,125255,35473,1832,1471,6989,6633,181054,5298,1076,372,東広島市　　　
114038,15027,71716,26611,953,983,3941,3945,100652,4093,581,194,廿日市市　　　
31487,3532,16887,11068,188,515,744,852,32791,1730,121,48,安芸高田市　　
27031,2461,14888,9674,143,460,1357,1561,27955,2234,112,54,江田島市　　　
50442,7639,32748,10055,529,366,2222,2643,54148,1803,322,81,府中町　　　　
28475,4328,18572,5496,296,192,1368,1383,29830,978,162,51,海田町　　　　
24533,3447,14551,6534,194,223,599,902,19358,922,115,59,熊野町　　　　
13262,1989,7928,3345,125,155,703,715,14279,572,64,21,坂町　　　　　
7255,645,3322,3288,30,166,200,245,8462,648,24,5,安芸太田町　　
19969,2393,10585,6981,128,317,569,573,22185,1104,84,38,北広島町　　　
8448,674,4154,3616,37,181,280,327,9665,848,19,6,大崎上島町　　
17549,1972,9268,6309,99,311,486,531,18170,883,67,31,世羅町　　　　
10350,955,4773,4622,51,218,211,260,11160,680,38,7,神石高原町　　
280947,33744,165406,80199,2075,3344,6557,7255,285399,15909,1317,554,下関市　　　　
173772,21925,105933,44979,1361,1800,4802,4845,181062,8086,929,338,宇部市　　　　
196628,27045,122614,46709,1666,1966,7763,7989,201629,7834,1001,338,山口市　　　　
53747,5737,29088,18833,360,876,1279,1547,56933,3654,199,88,萩市　　　　　
116611,15771,71042,29506,1012,1297,4088,4189,115316,5169,632,249,防府市　　　　
55012,7859,33294,13790,546,521,2134,2044,54907,2457,293,97,下松市　　　　
143857,18596,83058,41912,1081,1723,3871,4466,146068,8288,719,279,岩国市　　　　
53004,7188,30682,15080,448,576,1333,1492,51025,2502,237,84,光市　　　　　
38349,4064,21005,13249,239,622,806,1053,40444,2321,141,55,長門市　　　　
34730,4031,19290,11247,248,512,1211,1194,37246,2366,130,55,柳井市　　　　
28630,3130,16037,9433,159,447,691,856,29290,1490,99,55,美祢市　　　　
149487,19769,89906,39122,1241,1558,4307,4660,157384,7281,796,271,周南市　　　　
64550,8551,38330,17583,490,721,1969,2071,63011,3184,311,148,山陽小野田市　
19084,1416,8562,9101,79,418,545,561,21295,2331,50,27,周防大島町　　
6378,1036,3925,1408,63,73,270,314,6333,297,32,10,和木町　　　　
3332,215,1489,1628,7,92,108,84,3589,486,12,0,上関町　　　　
15986,2100,9295,4584,121,198,511,516,14238,739,63,19,田布施町　　　
13491,1568,7209,4683,96,170,410,402,13303,678,42,25,平生町　　　　
3743,304,1791,1648,20,81,125,128,3878,331,5,5,阿武町　　　　
264548,32795,164930,61457,2171,2338,8170,8388,296763,10925,1379,550,徳島市　　　　
61513,7408,37354,16323,432,688,1775,1910,60217,2393,277,137,鳴門市　　　　
40614,5131,24789,10661,304,445,1274,1404,39149,1642,216,77,小松島市　　　
76063,10244,45189,20283,614,896,1639,1844,77268,2530,359,137,阿南市　　　　
44020,5046,25583,13280,272,538,962,1118,42048,1817,185,74,吉野川市　　　
39247,4595,23267,11305,263,495,885,858,37090,1318,133,87,阿波市　　　　
32484,3540,18537,10338,176,444,646,899,33452,1555,129,48,美馬市　　　　
29951,2904,15655,11385,161,540,696,933,34875,2207,114,38,三好市　　　　
5765,571,3150,2032,29,71,113,163,5828,237,33,8,勝浦町　　　　
1783,145,703,935,8,42,58,71,1985,156,4,2,上勝町　　　　
2588,220,1384,984,16,41,56,89,2289,93,14,2,佐那河内村　　
25954,3416,15826,6705,234,307,701,722,22760,774,116,40,石井町　　　　
6038,395,2842,2801,17,128,130,180,6384,439,29,7,神山町　　　　
9318,866,4497,3955,31,138,212,317,10607,651,30,11,那賀町　　　　
4826,441,2378,2007,24,97,114,133,5251,378,17,7,牟岐町　　　　
7765,706,3865,3193,35,153,160,217,8474,513,25,5,美波町　　　　
10446,1098,5444,3900,36,168,225,327,11567,743,26,20,海陽町　　　　
15070,2254,9825,2952,145,128,1005,849,16363,316,92,39,松茂町　　　　
21658,3204,13584,4378,211,162,1088,1000,18162,548,105,48,北島町　　　　
33338,5424,22133,5628,356,214,1414,1288,26063,676,181,79,藍住町　　　　
14241,1783,8903,3552,91,158,462,437,14350,475,73,26,板野町　　　　
12727,1579,7875,3257,102,130,309,387,10971,388,58,23,上板町　　　　
10490,956,5347,4187,65,190,225,302,12027,951,32,17,つるぎ町　　　
15044,1875,8728,4428,105,208,413,481,13608,640,64,36,東みよし町　　
419429,57943,255599,93667,4011,3857,14255,13757,439739,15963,2421,902,高松市　　　　
110473,16221,66930,25323,1008,1062,3796,3796,104078,3828,605,252,丸亀市　　　　
55621,6701,32615,16158,417,692,1639,1887,63067,2495,287,114,坂出市　　　　
33817,4394,20763,8614,292,363,1946,2535,35893,1375,194,74,善通寺市　　　
62690,8063,36980,17472,451,709,1333,1569,65251,2195,292,110,観音寺市　　　
53000,6322,30980,15379,346,631,1208,1440,52104,1863,232,73,さぬき市　　　
33625,3580,18563,11390,162,458,610,708,33891,1648,111,45,東かがわ市　　
68512,8346,39478,20623,475,918,1329,1512,65280,2197,275,101,三豊市　　　　
15123,1587,8498,5038,92,216,423,476,16270,984,53,17,土庄町　　　　
16152,1651,8625,5860,93,256,379,458,17161,1031,61,19,小豆島町　　　
28464,3830,17603,6878,200,309,913,964,25195,855,133,60,三木町　　　　
3325,359,1955,1009,23,58,147,169,3756,192,8,4,直島町　　　　
18434,3188,11999,3127,235,132,1172,1162,18366,570,134,56,宇多津町　　　
24625,3042,14506,7006,174,275,619,690,22054,792,103,36,綾川町　　　　
9967,1119,5457,3360,57,161,318,348,11318,605,40,16,琴平町　　　　
23498,3091,14086,6303,181,272,804,821,22572,967,107,52,多度津町　　　
19087,2233,10814,6038,149,270,485,489,16641,741,84,32,まんのう町　　
517231,69385,329568,112240,4552,4355,15535,14918,525208,21731,2874,1131,松山市　　　　
166532,20842,97664,47792,1284,1986,3304,4005,175237,8886,816,316,今治市　　　　
84210,10125,47690,26359,588,1185,1917,2375,90797,4956,314,158,宇和島市　　　
38370,4323,21361,12578,246,521,913,1108,42110,2462,155,44,八幡浜市　　　
121735,16550,71730,32643,1103,1414,3067,3236,124982,6445,642,247,新居浜市　　　
112091,15294,66403,30076,968,1289,2889,2777,111221,5194,527,221,西条市　　　　
47157,6155,26711,14190,377,568,1086,1712,51665,2534,210,85,大洲市　　　　
38017,4927,22506,10558,256,451,1038,1162,35810,1604,148,80,伊予市　　　　
90187,11821,54314,23369,753,971,1940,2203,94297,3527,453,175,四国中央市　　
42080,4744,21788,15536,278,660,982,1138,43277,2823,134,63,西予市　　　　
35253,4683,21963,8402,269,329,1389,1457,35758,1232,149,56,東温市　　　　
7648,602,4164,2881,21,108,305,324,8016,620,17,10,上島町　　　　
9644,899,4406,4329,51,209,246,350,11194,1005,36,11,久万高原町　　
30359,4201,18518,7626,230,267,1208,1208,27148,1075,153,65,松前町　　　　
21981,2921,13491,5447,168,230,773,885,19207,699,96,36,砥部町　　　　
18045,2190,9650,6204,105,273,443,549,18531,953,61,33,内子町　　　　
10882,1066,5569,4247,57,229,236,305,12551,1028,38,9,伊方町　　　　
4377,471,2274,1632,19,79,127,107,4096,277,10,8,松野町　　　　
11633,1290,5924,4419,57,193,332,320,11908,847,30,22,鬼北町　　　　
24061,2690,13297,8063,125,353,492,679,25800,1477,83,47,愛南町　　　　
343393,45274,212868,79935,2910,3309,9766,9752,361080,18241,1720,816,高知市　　　　
15210,1285,8077,5810,71,292,374,493,17221,1419,48,37,室戸市　　　　
19547,2139,11148,6237,110,313,575,577,20665,1277,60,18,安芸市　　　　
49472,6592,30092,12535,390,542,1882,2102,53233,2063,218,101,南国市　　　　
28686,3313,16834,8533,163,372,761,766,27757,1262,112,57,土佐市　　　　
24698,2731,14071,7866,146,329,719,924,26621,1261,103,41,須崎市　　　　
22610,2801,13093,6661,164,307,587,742,25175,1291,89,53,宿毛市　　　　
16029,1589,8156,6284,75,320,383,454,16797,1503,43,20,土佐清水市　　
35933,4537,20598,10686,250,420,1266,1253,39486,2008,169,76,四万十市　　　
33830,4657,19942,9165,214,401,1975,1134,29587,1590,137,70,香南市　　　　
28766,2912,16124,9670,160,421,821,879,28733,1904,99,50,香美市　　　　
2947,261,1491,1195,15,59,80,109,3169,354,9,2,東洋町　　　　
3542,351,1834,1355,27,72,107,127,3700,282,19,9,奈半利町　　　
2932,311,1555,1066,17,46,82,96,3237,206,11,2,田野町　　　　
2970,250,1579,1141,12,51,68,95,3016,227,13,4,安田町　　　　
1367,149,669,549,7,21,38,32,1389,126,6,2,北川村　　　　
1013,120,538,355,3,13,34,40,1210,74,5,2,馬路村　　　　
4048,456,2203,1389,18,63,126,122,4218,240,15,11,芸西村　　　　
4103,356,2096,1651,27,64,138,157,4261,371,10,11,本山町　　　　
4719,243,1927,2549,14,109,119,139,5437,633,10,0,大豊町　　　　
4358,403,2083,1872,27,80,125,143,4610,351,12,4,土佐町　　　　
411,34,195,182,1,8,22,27,613,49,2,0,大川村　　　　
25062,2766,14622,7674,109,346,607,873,23189,1400,79,45,いの町　　　　
6500,535,2698,3267,27,135,166,196,7540,788,24,12,仁淀川町　　　
7584,762,3911,2911,45,131,193,244,7695,569,22,11,中土佐町　　　
13951,1623,7674,4650,92,191,429,466,12698,768,53,30,佐川町　　　　
6374,603,3128,2643,23,106,141,179,6621,544,27,16,越知町　　　　
3984,395,2020,1569,23,60,111,127,4730,329,14,6,檮原町　　　　
5447,581,3064,1802,29,76,132,170,5454,333,24,11,日高村　　　　
6407,731,3258,2418,46,116,135,164,6110,400,21,7,津野町　　　　
18733,2050,9470,7209,111,313,421,503,20333,1375,68,33,四万十町　　　
5783,569,2941,2273,23,96,141,159,5983,548,18,14,大月町　　　　
1681,162,826,693,5,36,29,33,1658,144,10,7,三原村　　　　
12366,1257,6755,4353,61,219,280,338,11883,843,36,18,黒潮町　　　　
104469,12040,60181,32014,718,1339,3284,3402,104556,7261,493,225,　北九州市門司区　　　　
85167,11094,51625,22342,617,964,3175,3273,85303,4307,411,151,　若松区　　　　
61583,7492,37940,16009,527,619,2617,3306,74624,3884,329,104,　戸畑区　　　　
181936,20407,113772,43267,1589,1888,10699,10474,245461,11765,1205,454,　小倉北区　　　
214793,31719,134974,47713,2121,1816,9537,10013,186321,7960,1227,525,　小倉南区　　　
71801,7745,41484,22381,471,950,3280,3311,78051,5405,345,113,　八幡東区　　　
257097,35894,159207,61134,2372,2433,10338,10021,246131,11816,1466,599,　八幡西区　　　
292199,41272,197419,50090,2871,1900,17888,15769,269302,10653,1930,654,　福岡市東区　　　　　
212527,21276,148740,34371,2176,1353,20274,18734,363913,11512,2001,538,　博多区　　　　
178429,17562,127849,27724,1522,994,18308,17242,292447,9473,1500,414,　中央区　　　　
247096,33528,167308,45186,2406,1605,15501,16026,207072,9892,1654,537,　南区　　　　　
193280,30181,126224,36540,1965,1288,12105,10405,152769,5723,1087,351,　西区　　　　　
128659,16495,88231,22940,1100,798,8573,8799,107693,5275,692,221,　城南区　　　　
211553,31510,142113,37234,2137,1351,13430,13715,177988,7467,1206,468,　早良区　　　　
123638,14235,71030,37816,937,1663,2882,3570,134682,7929,583,235,大牟田市　　　
302402,41720,189948,66194,2869,2691,11047,11421,306868,10704,1736,653,久留米市　　　
57686,7355,34335,15930,528,629,2068,2326,60419,2951,311,150,直方市　　　　
131492,16856,81768,32755,1171,1417,4257,4538,134847,6612,715,358,飯塚市　　　　
50605,6524,29867,14163,425,702,1825,1799,55762,3492,233,141,田川市　　　　
71375,9195,43015,19165,551,846,1700,2104,68426,2020,322,122,柳川市　　　　
69057,8613,39892,20519,476,872,1435,1932,73010,2356,316,108,八女市　　　　
48512,7250,29578,10918,484,425,1873,1828,46468,1324,247,89,筑後市　　　　
37448,4488,22236,10698,245,464,986,1276,39576,1081,161,69,大川市　　　　
70468,9807,43686,16843,657,633,3041,2491,63856,2968,375,190,行橋市　　　　
27031,3395,15430,8204,182,358,824,803,28012,1415,115,45,豊前市　　　　
44210,5122,25915,13124,347,546,1450,1934,39190,2552,210,134,中間市　　　　
58499,9094,36205,13162,472,456,2418,2297,46580,1547,234,107,小郡市　　　　
100172,15175,66368,18504,1000,671,5019,5105,82172,2654,541,198,筑紫野市　　　
106780,17670,71569,17151,989,616,6730,6846,82166,2711,596,260,春日市　　　　
95087,15363,63292,16290,1023,550,6113,5775,79059,2460,610,183,大野城市　　　
95501,12807,60993,21476,746,807,3722,3567,76845,3195,463,161,宗像市　　　　
70482,10045,45099,15129,692,507,4240,3871,62487,2163,438,144,太宰府市　　　
57920,8450,38263,11134,552,423,2762,2782,52032,1507,316,131,古賀市　　　　
55431,7085,34005,14337,417,508,2311,2072,43535,1982,284,95,福津市　　　　
31640,4264,18608,8749,254,383,796,952,29651,979,141,61,うきは市　　　
30081,3810,17561,8708,299,390,1021,1298,35042,1507,168,82,宮若市　　　　
42589,5156,24520,12910,303,581,1082,1475,40304,2689,182,118,嘉麻市　　　　
56355,7255,33467,15560,410,668,1704,1866,61983,1878,263,85,朝倉市　　　　
40732,4787,23528,12409,248,489,1054,1117,36648,1316,172,53,みやま市　　　
98435,14165,62542,21548,787,848,3454,3566,77307,2275,412,226,糸島市　　　　
49780,9057,32702,7973,618,290,2709,2658,38589,930,299,129,那珂川町　　　
38592,5648,25949,6991,347,297,1628,1715,32427,885,219,103,宇美町　　　　
31318,5335,19882,6101,386,240,1349,1615,25112,733,186,76,篠栗町　　　　
43564,7439,28053,8055,554,301,3157,2495,35887,1124,280,106,志免町　　　　
26044,3939,16465,5635,254,215,1386,1229,21665,663,139,64,須恵町　　　　
24679,4352,16487,3837,292,162,2084,1578,25677,549,137,61,新宮町　　　　
8373,1340,5051,1982,82,71,363,349,9899,205,37,10,久山町　　　　
41997,7572,28007,6190,705,222,3215,3035,37732,900,398,119,粕屋町　　　　
15369,2329,9285,3745,149,163,1075,1254,14090,782,97,33,芦屋町　　　　
30021,3363,17827,7424,235,310,1376,1428,24158,1561,179,72,水巻町　　　　
32119,4454,18998,8647,225,338,1238,1064,24468,1296,135,51,岡垣町　　　　
19160,2305,11915,4929,174,172,894,898,17119,613,111,37,遠賀町　　　　
8602,929,5002,2670,60,119,360,426,8153,579,34,26,小竹町　　　　
17088,1901,10311,4872,95,194,520,599,16813,859,78,37,鞍手町　　　　
13863,1719,8592,3545,117,175,556,575,11476,671,82,33,桂川町　　　　
29155,4067,18193,6888,272,253,1096,1158,23353,693,148,58,筑前町　　　　
2432,253,1256,923,18,66,85,98,2520,111,12,0,東峰村　　　　
15284,2257,9647,3364,146,145,569,591,13141,270,68,33,大刀洗町　　　
14350,2245,8887,3209,153,146,533,569,11437,297,64,27,大木町　　　　
20253,2989,12433,4794,184,218,853,794,18138,506,106,44,広川町　　　　
11685,1368,6602,3715,101,159,409,501,11366,734,54,26,香春町　　　　
10909,1214,6016,3679,60,168,282,365,9934,737,44,25,添田町　　　　
9617,1245,5536,2836,76,159,388,392,8069,665,48,29,糸田町　　　　
18264,2486,10533,5243,127,278,562,703,17999,1380,104,66,川崎町　　　　
5503,686,3218,1599,33,77,268,223,4920,325,41,25,大任町　　　　
3251,386,1889,976,34,46,93,140,2703,157,28,11,赤村　　　　　
24714,3302,14552,6860,204,371,763,840,21971,1208,108,77,福智町　　　　
36005,5070,23004,7454,332,290,2469,1828,40488,1400,197,69,苅田町　　　　
21572,2474,12234,6861,128,315,602,690,20903,1070,97,46,みやこ町　　　
6792,1015,4010,1760,59,85,295,318,6121,372,40,14,吉富町　　　　
7852,1056,4384,2398,45,119,266,273,7310,385,46,13,上毛町　　　　
19544,2428,11225,5880,163,274,720,811,18200,1133,113,49,築上町　　　　
237506,33762,147400,54548,2049,2199,7961,8112,258522,7903,1152,409,佐賀市　　　　
126926,18612,75322,32829,1151,1408,2752,3258,126257,4514,681,275,唐津市　　　　
69074,11418,43422,13610,779,515,3527,3019,73502,1659,364,121,鳥栖市　　　　
21404,2869,12563,5970,161,284,557,758,21207,760,89,38,多久市　　　　
57161,8484,33988,14659,560,661,1448,1658,60501,1807,302,117,伊万里市　　　
50699,7410,30249,12959,448,579,1571,1598,50116,1437,250,66,武雄市　　　　
30720,4562,18240,7891,258,348,829,950,31134,1013,130,54,鹿島市　　　　
45133,7128,27813,10169,415,434,1696,1683,38799,1061,220,76,小城市　　　　
28984,3907,16953,8113,216,349,896,929,28412,871,146,44,嬉野市　　　　
32899,4630,19916,8195,279,375,1012,1201,30461,805,156,55,神埼市　　　　
16405,2628,10479,3256,163,145,853,846,16795,401,93,24,吉野ヶ里町　　
17837,2354,11452,3979,118,159,658,784,17325,343,68,29,基山町　　　　
9224,1607,5731,1885,118,66,503,511,8785,222,44,19,上峰町　　　　
26175,3173,15643,7359,182,300,779,921,24359,784,111,49,みやき町　　　
6379,923,3873,1583,58,72,166,244,7625,119,36,12,玄海町　　　　
20929,3024,12177,5728,176,265,572,707,20842,685,89,31,有田町　　　　
7369,866,4202,2301,40,104,143,249,8030,437,32,16,大町町　　　　
9515,1312,5767,2411,93,111,401,356,9126,249,40,15,江北町　　　　
25607,3456,14572,7577,176,333,602,670,24537,594,102,30,白石町　　　　
9842,1322,5444,3074,78,124,209,269,9668,307,34,9,太良町　　　　
443766,55317,275191,110405,3341,4502,12950,14073,467889,21294,2050,808,長崎市　　　　
261101,35525,156652,66705,2347,2853,9369,10146,273156,12488,1505,554,佐世保市　　　
47455,6361,27120,13878,343,575,1415,1576,52793,1889,174,78,島原市　　　　
140752,20146,87201,32811,1277,1260,4680,4689,147281,4343,722,239,諫早市　　　　
90517,15241,56821,18096,968,725,4237,3986,86197,2884,592,156,大村市　　　　
34905,4476,18850,11579,237,517,937,1190,37388,1907,135,50,平戸市　　　　
25145,3360,14198,7523,218,365,722,924,26791,1160,119,53,松浦市　　　　
34407,4837,19435,10135,282,469,1292,1736,38581,1848,153,77,対馬市　　　　
29377,4178,15855,9342,245,467,717,964,31375,1425,103,37,壱岐市　　　　
40622,4807,22242,13545,273,603,1240,1606,44661,3472,152,62,五島市　　　　
31176,3710,17501,9965,201,448,782,1010,33406,1583,111,44,西海市　　　　
47245,6310,27283,13609,372,580,1360,1561,46749,1694,152,64,雲仙市　　　　
50363,6361,27737,16255,338,766,1044,1412,50536,2015,191,61,南島原市　　　
42535,7058,27075,8068,432,291,2133,2221,32644,978,220,80,長与町　　　　
30110,5156,19415,5538,369,189,1495,1726,28103,720,171,58,時津町　　　　
8903,1027,5157,2716,57,99,240,357,8327,274,26,15,東彼杵町　　　
14651,2186,8757,3676,118,158,532,507,13886,501,54,37,川棚町　　　　
15227,2146,9191,3887,126,122,534,471,13797,354,62,22,波佐見町　　　
2849,232,1380,1237,11,48,90,157,3242,265,7,4,小値賀町　　　
13599,2251,8406,2938,148,118,609,689,12649,434,91,32,佐々町　　　　
22074,2743,11949,7382,135,336,661,901,24789,1717,64,33,新上五島町　　
734474,105410,468350,152435,7298,5703,25291,25820,751317,26693,4225,1489,熊本市　　　　
132266,16842,76585,37378,1039,1462,3118,3453,137199,4994,595,263,八代市　　　　
35611,4871,19859,10825,291,417,1412,1570,40392,1894,156,71,人吉市　　　　
55321,7284,32277,15723,485,680,1736,1879,49113,2651,237,114,荒尾市　　　　
26978,3272,14834,8872,190,385,643,964,30209,1699,102,42,水俣市　　　　
69541,9107,40962,19322,532,814,1789,2000,69683,2412,309,105,玉名市　　　　
55391,6882,31217,17125,424,750,1458,1621,55378,2255,252,110,山鹿市　　　　
50194,6749,29567,13834,439,570,1410,1678,53240,1711,252,107,菊池市　　　　
37727,5526,22836,9280,338,343,1267,1307,33641,1068,182,84,宇土市　　　　
29902,3712,16297,9859,204,442,817,1062,31359,1561,128,52,上天草市　　　
61878,8272,36357,17118,467,724,1959,2000,61641,2108,305,112,宇城市　　　　
28444,3443,15909,9086,218,378,824,936,29809,1190,125,66,阿蘇市　　　　
89065,11288,47773,29868,663,1324,2016,2627,95997,5244,309,108,天草市　　　　
55002,9203,34746,11001,602,405,2917,2352,46153,1165,261,103,合志市　　　　
11388,1089,5941,4358,60,191,229,357,10585,519,38,24,美里町　　　　
5554,719,3129,1686,44,58,202,150,4553,216,21,10,玉東町　　　　
10564,1185,5949,3430,69,158,286,306,10876,480,39,20,南関町　　　　
16594,2167,10077,4345,135,187,542,613,17601,610,62,28,長洲町　　　　
11247,1184,6009,4054,73,163,276,282,12110,434,38,18,和水町　　　　
31234,5100,20190,5837,336,235,1802,1433,33504,771,221,66,大津町　　　　
37734,6713,24619,6129,474,215,2691,2060,30274,723,270,73,菊陽町　　　　
4429,496,2472,1461,33,65,188,218,4672,160,21,11,南小国町　　　
7877,968,4250,2652,54,102,263,348,8563,336,26,15,小国町　　　　
1606,190,834,582,11,22,53,70,1593,59,6,2,産山村　　　　
6716,758,3631,2327,34,84,250,231,6897,352,31,11,高森町　　　　
6792,1034,4047,1698,62,60,323,302,6629,191,44,13,西原村　　　　
11972,1293,6996,3664,70,164,505,502,11397,451,58,17,南阿蘇村　　　
17888,2281,10654,4953,148,182,592,615,16156,653,74,22,御船町　　　　
8676,1261,5250,2158,109,91,451,408,9316,229,49,11,嘉島町　　　　
32676,4830,20168,7678,305,260,1382,1327,29441,776,162,67,益城町　　　　
11181,1279,6191,3709,77,167,424,277,10923,441,50,18,甲佐町　　　　
16981,1658,8569,6754,109,278,359,474,18437,823,64,21,山都町　　　　
12715,1526,7281,3898,78,173,367,380,10901,407,62,17,氷川町　　　　
19316,2109,10269,6932,134,280,431,516,19554,903,65,24,芦北町　　　　
5062,657,2642,1759,25,75,192,133,4469,251,14,9,津奈木町　　　
11075,1815,6479,2781,115,129,382,497,12298,309,48,26,錦町　　　　　
10554,1355,5649,3550,80,138,286,357,11230,437,46,22,多良木町　　　
4375,523,2266,1586,30,78,117,146,4181,225,18,9,湯前町　　　　
2405,303,1175,927,16,39,51,67,2343,137,5,2,水上村　　　　
4934,638,2668,1628,39,70,145,176,4981,162,25,13,相良村　　　　
1205,110,588,507,9,27,40,46,1504,98,2,5,五木村　　　　
3681,599,2029,1053,43,33,126,171,2965,103,9,6,山江村　　　　
4249,455,2174,1620,25,67,105,167,3865,238,11,5,球磨村　　　　
16638,2451,9173,5011,165,199,481,540,16511,540,53,29,あさぎり町　　
8314,999,4502,2813,69,118,223,255,9173,432,30,10,苓北町　　　　
474094,67997,306279,95843,4482,3416,14813,14601,473094,15107,2755,1021,大分市　　　　
125385,14098,75598,34465,958,1360,4348,4483,123054,8140,641,294,別府市　　　　
84312,11841,50882,21471,762,915,2755,3052,85799,4091,485,169,中津市　　　　
